source_file,annotator,sentence_id,sentence_text,token,start,stop,event_bio,event_bio_2,pmode_bio,pmode_bio_2
Metamorfosa_Samsa_-BI.txt,CURATION_USER,11,“Bagaimana kalau aku kembali tidur sedikit lebih lama dan melupakan semua hal yang tidak masuk akal ini?”,?,1367,1368,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,11,“Bagaimana kalau aku kembali tidur sedikit lebih lama dan melupakan semua hal yang tidak masuk akal ini?”,”,1368,1369,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",pikirnya,1370,1378,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",ikirnya,1371,1378,B-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",",",1378,1379,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",tetapi,1380,1386,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",etapi,1381,1386,B-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",itu,1387,1390,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",sama,1391,1395,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",sekali,1396,1402,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",mustahil,1403,1411,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",karena,1412,1418,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",arena,1413,1418,B-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",ia,1419,1421,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",sudah,1422,1427,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",terbiasa,1428,1436,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",tidur,1437,1442,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",dengan,1443,1449,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",tubuh,1450,1455,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",miring,1456,1462,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",ke,1463,1465,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",kanan,1466,1471,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",",",1471,1472,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",sedangkan,1473,1482,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",edangkan,1474,1482,B-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",kondisi,1483,1490,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",tubuhnya,1491,1499,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",saat,1500,1504,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",ini,1505,1508,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",tak,1509,1512,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",memungkinkannya,1513,1528,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",tidur,1529,1534,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",dengan,1535,1541,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",posisi,1542,1548,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",itu,1549,1552,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,12,"pikirnya, tetapi itu sama sekali mustahil karena ia sudah terbiasa tidur dengan tubuh miring ke kanan, sedangkan kondisi tubuhnya saat ini tak memungkinkannya tidur dengan posisi itu.",.,1552,1553,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",Sekeras,1554,1561,B-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",apa,1562,1565,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",pun,1566,1569,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",usahanya,1570,1578,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",memiringkan,1579,1590,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",tubuh,1591,1596,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",ke,1597,1599,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",kanan,1600,1605,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",",",1605,1606,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",ia,1607,1609,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",a,1608,1609,B-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",selalu,1610,1616,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",kembali,1617,1624,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",ke,1625,1627,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",posisi,1628,1634,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",telentang,1635,1644,I-stative_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,13,"Sekeras apa pun usahanya memiringkan tubuh ke kanan, ia selalu kembali ke posisi telentang.",.,1644,1645,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",Ia,1646,1648,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",a,1647,1648,B-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",mencoba,1649,1656,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",sampai,1657,1663,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",ratusan,1664,1671,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",kali,1672,1676,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",",",1676,1677,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",sembari,1678,1685,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",embari,1679,1685,B-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",memejamkan,1686,1696,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",mata,1697,1701,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",agar,1702,1706,B-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",tak,1707,1710,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",perlu,1711,1716,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",melihat,1717,1724,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",banyak,1725,1731,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",kakinya,1732,1739,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",yang,1740,1744,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",bergerak-gerak,1745,1759,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",",",1759,1760,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",dan,1761,1764,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",an,1762,1764,B-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",baru,1765,1769,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",berhenti,1770,1778,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",mencoba,1779,1786,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",ketika,1787,1793,B-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",ia,1794,1796,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",merasakan,1797,1806,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",sedikit,1807,1814,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",nyeri,1815,1820,I-process,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",yang,1821,1825,B-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",tidak,1826,1831,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",pernah,1832,1838,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",ia,1839,1841,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",rasakan,1842,1849,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",sebelumnya,1850,1860,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",pada,1861,1865,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",bagian,1866,1872,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",samping,1873,1880,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",tubuhnya,1881,1889,I-non_event,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,14,"Ia mencoba sampai ratusan kali, sembari memejamkan mata agar tak perlu melihat banyak kakinya yang bergerak-gerak, dan baru berhenti mencoba ketika ia merasakan sedikit nyeri yang tidak pernah ia rasakan sebelumnya pada bagian samping tubuhnya.",.,1889,1890,O,O,O,O
Metamorfosa_Samsa_-BI.txt,CURATION_USER,15,"“Ya Tuhan,” pikirnya, “alangkah berat pekerjaan yang kupilih!",“,1893,1894,O,O,O,O
